Unnamed: 0,reviewerName,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,overall
3766,R. Child,"Use it (with the included adapter) as a spare card for my Panasonic FZ200 Lumix camera and as a quick and easy temporary backup drive for my MacBook Pro laptop (which has a standard SD slot). Also use it to make a quick transfer of files between the laptop and an iMac. Works exactly like a full-size SD card for these purposes. Very fast and reliable data transfers. And the special price from Amazon made these cards less costly than the standard 32 GB card at the time.UPDATE: I have changed the star rating from a 5 to a 4. This micro card worked fine for about three months and then suddenly began to disappear from the laptop finder. It still shows up and works fine when mounted in the desktop iMac. But often it will not mount in the laptop. This could be a problem with the laptop and if that turns out to be the case, I will restore this to a 5-star rating.",2013-11-28,375,0,0,0,0,0.0,0.0,4.0
426,Anon Buyer,I bought this card for my Phone. It gave me the extra storage for my pictures and video that I needed.,2013-01-22,685,0,0,0,0,0.0,0.0,4.0
4827,william walker,THE SANDISK ULTRS 64 GB MICROSDXC CLASS 10 UHS-1 MEMORY CARD WORK GOOD IN MY ATIV SMART 500T SAMSUNG WITH ADAPTER,2013-08-20,475,0,0,0,0,0.0,0.0,4.0
2274,Jesse,"Good case, it is nice that it comes with an SD adapter, fast transfer of pictures, over all good memory card.",2013-08-15,480,0,0,0,0,0.0,0.0,4.0
3493,"OJ Oshin ""Muyiwa""",Very good and quality memory with good functions. I received it in record time from the seller and so far i have not had any issues with the memory card.,2013-09-21,443,0,0,0,0,0.0,0.0,4.0
256,Amazon Customer,"Not as fast as advertised most of the time, actually slowed down my Note 3 when I filled it with movies leaving only about 8gb free, switched to a faster card due to that, but it could also be the phones fault. All in all it's a good card with good speed and size for the money.",2014-06-27,164,0,0,0,0,0.0,0.0,4.0
1218,David,"Works on my Samsung Galaxy Note 3, but I don't really stress these kinds of things.  I have had no problems.  Have not checked it for heat or any such thing.",2014-03-18,265,0,0,0,0,0.0,0.0,4.0
2261,Jerry,Good priced memory comes in plain white wrapper and an adaptor for SD card size. It didn't forget what I put on it so I guess it works.,2014-05-01,221,0,0,0,0,0.0,0.0,4.0
4425,"T. C. Chan ""Looking for Good Buys""","Bought 2 for me and my wife Samsung Galaxy S2 phones.  Took photos and video and there is no issues at all.  Based on my previous experience on similar products I got for DSLR and other cameras,  this thing should last as long as or longer than all my electronics.",2013-08-22,473,0,0,0,0,0.0,0.0,4.0
732,Brian Higgs,I added this to my Samsung S3 32gb phone and it works great. I can store most of my music for when i travel. I will nevery have to listen to the same thing on a signal trip.,2013-01-18,689,0,0,0,0,0.0,0.0,4.0
2489,"Joseph Johnson Jr. ""Jaythree""","I bought these in hopes to replace my standard Sandisk 64gb models for quickness.  I'm not saying they are lightning fast, but they are definitely faster than the standard version.  I bought one for each of my phones and my tablets,  They work great.  When the 128gb is available, I will try the faster version of those also.",2014-04-28,224,0,0,0,0,0.0,0.0,4.0
711,Bren,"I picked this up to slam into my s3 phone & it works greatif you are thinking about it for that just order it.If you have an s3, 64 gig is the largest card it will support",2014-04-19,233,0,0,0,0,0.0,0.0,4.0
1385,"D M Pax ""Kahuna""","Sandisk* is simply one of the best SDHC & MicroSDHC memory card manufacturer's that I have used for a number of years.I have experienced Zero failures, and they are reusable over and over.Also their adapters are quite handy to carry when traveling or at the studio.*Would like to see SDHC cards in the 1 to 5 Terabtye in the near future.",2013-11-24,379,0,0,0,0,0.0,0.0,4.0
916,ChazFarote,"The card was working great. I own quite a few for several of my devices. One that I bough in 2012 suddenly died. I went to the SanDisk website and did a chat support. The Tech tried some quick troubleshooting and after about five minutes asked for my info for an RMA. The process was quick and easy. Like I said, this one suddenly died, no idea why. Luckily I didn't have anything important on it at the time. This is the only one I've ever had fail, and like I said, the RMA process was a breeze. I really like these cards and the customer service was great. For reference, I run these cards in a Samsung Galaxy SII (hercules) - 32 gb, Motorola Droid (sholes) - 16 gb, Motorola Droid 3 (solana) - 32 gb, Samsung Galaxy Note 10.1 (2012) (GT-N8013) -32 gb, it was the Note one that failed. I also have a GoPro but I run the golden SanDisk cards in that, but they are twice the price! I will continue to buy these cards regardless of this isolated incident.",2014-02-14,297,0,0,0,0,0.0,0.0,4.0
4374,"SUDS ""SS""",I put this into an old Samsung table that my kids use and it seems to work well. We have some videos on this card as well as a large number of apps. I have not had any problems.,2014-01-15,327,0,0,0,0,0.0,0.0,4.0
4654,"T. Shepp ""TWS""","There are plenty of these on the market, but SanDIsk is a brand I trust, great size, and a really good value.",2013-08-20,475,0,0,0,0,0.0,0.0,4.0
4236,S. Meyer,"Got this card in early January for my Samsung Tab2 10.1 tablet.  Within a couple of weeks, it was loading music files incorrectly onto the card.  I did not know what was wrong, but finally thought I would format card again to see if that would correct the problem.  Card would not quick format or format slowly.  As always, Amazon is taking care of the problem and I will have replacement card within 24 hours!  Hope the replacement is more reliable.  I am just writing it off as a fluke, as I have never had a problem with a SanDisk product in the past.2/14/13:  When I called Amazon they replaced it - to my door - within 24 hours!  Replacement works fine.  Now that is GREAT service!",2013-01-31,676,0,0,0,0,0.0,0.0,4.0
1207,David Debaeremaeker,"This memory card is exactly as advertised.  Being Class 10 it is nice and fast.  This card has been in heavy use in my GPSr since I bought it, and I've had no issues with it.",2013-11-30,373,0,0,0,0,0.0,0.0,4.0
352,"Amazon Customer ""ZundapMan""","I just bought two of these for our two new Samsung Galaxy IV smart phones.  The adapters will make it possible for the card readers on our computers to accept these MicroSD cards if we find it worthwhile to pull them out of the phone case rather than use the USB &#34;dongle&#34; to move information on and off the phones, but.. most importantly, now I don't worry about storing audio books, favorite playlists, and video clips I might want to show someone on the phones.",2013-04-10,607,0,0,0,0,0.0,0.0,4.0
4253,Soldiering,"Comes with an SD card adapter.  Not much I can say about an SD card, but I would recommend it for the price!",2013-02-23,653,0,0,0,0,0.0,0.0,4.0
4106,S. Drake,"I have 4 of these in use in different devices.  I have had no issues with any of these cards, they're all still working great.",2014-05-17,205,0,0,0,0,0.0,0.0,4.0
4903,Z Guy,"I purchased the Sandisk Ultra 32GB microSDHC for some extra storage room for my Samsung Galaxy Note 10.1 tablet. I was considering the 64 GB, but went with this card because I have the 64GB version on my Galaxy Note 2 phone and I have never come close to needing all that space. Granted, I don't store any music on my phone but I do take a lot of photos/videos and store as many apps on the microSDHC card rather than use the phone's internal memory.For the cost savings of going with the smaller 32GB card, it was a no brainer.The card has worked flawlessly since I installed it on my tablet and have had no problems with it whatsoever. Plus Sandisk is a big name in storage so again, it's a no brainer--- buy it!",2014-11-01,37,0,0,0,0,0.0,0.0,4.0
1091,Curtis Massey,"Alot of storage for a great price. Only one probkem: since I installed this card into my Samsung Galaxy Note 3, about once a month or so, when I turn the phone on in the morning it gets stuck in some sort of &#34;boot loop&#34; and hangs on the AT&T logo screen. My phone is stock, and I have altered the software in no way. Granted, I cannot be sure that the card is the cause of this problem, but if I remove it and then boot the phone, it works properly. I love SanDisk products, and I will definitely continue to buy them. Just a word of warning.",2014-09-01,98,0,0,0,0,0.0,0.0,4.0
1823,"Globetrotter5K ""love to read and run""","16gb is a good amount for what I use it for and SanDisk is #1 fir sd cards, I'm satisfied.",2014-05-14,208,0,0,0,0,0.0,0.0,4.0
1641,Federico,Fast and safe very good quality and has an excellent performaceA bit expensive comparing to other models in the store,2014-11-01,37,0,0,0,0,0.0,0.0,4.0
1187,"Dave ""Dave""","Very fast, very big. Just wish it were a bit less cash so I could buy more for my other storage needs.",2014-09-06,93,0,0,0,0,0.0,0.0,4.0
334,"Amazon Customer ""Redstorm""","When I placed this in my Galaxy S4 phone it read it right away at 29.7 GB. Which is expected to loose a few GB. I transferred file from my old card and it was done fast. Although I didn't have large files to start with. I had been looking for a large card and this one fits the bill. The other reviews helped sway my choice. I would recommend this card, so far no issues.",2014-12-02,6,0,0,0,0,0.0,0.0,4.0
3667,Polkavin,"If you have one of the latest smartphones, go for this. I highly recommend this to take full advantage of the processing speed and fast computation need of our gadgets. Sandisk products are known for their quality and reliability. Of the couple of name brand flash products I use Sandisk gave me good ROI. Anything below will rob you of reliability.",2013-12-30,343,1,0,1,1,1.0,0.2065493143772374,4.0
1324,Devonian Wrighton,reliably turns my blackberry into a jukebox full of music & video files no buffering or stuttering to catch up,2014-06-24,167,0,0,0,0,0.0,0.0,4.0
1158,Dan-O,Love having the extra storage this card gives me. The transfer speed to the card is slower than I would like but it plays back HD video without a hiccup.,2014-12-06,2,0,0,0,0,0.0,0.0,4.0
1087,Curt,Excellent cards. I have this one in my ASUS Transformer  and a 16 GB one in my camera. Both work flaulessly.,2013-05-05,582,0,0,0,0,0.0,0.0,4.0
2378,joenaples,"works great in my ASUS android tablet. the 32GB specification seems to limit the size, but it works great, some I am happy to write more words.",2013-11-12,391,0,0,0,0,0.0,0.0,4.0
4869,Yachtwork,It worked for a GoPro so what more to say except I wonder how they can fit 64 gigs on such a small chip. Amazing.,2013-10-20,414,0,0,0,0,0.0,0.0,4.0
3778,ReighnDae,"I was pleasantly surprised that my card arrived ahead of schedule. That's always a plus in my book. The works without a hitch. I was able to copy the files from my 16GB card to this one relatively quickly and very easily. My Samsung Galaxy Tab 2 7.0 read the card perfectly. I have no complaints about the card although I expected the write speed to be a little faster. After all is said and done I would definitely recommend this card for your tablet, smart phone, or any other device that allows for expandable memory.",2012-07-25,866,1,0,1,1,1.0,0.2065493143772374,4.0
1130,Daniel Davila,"It's good, I liked it, works perfectly with my Minidrive, but it's kind of slow, sometimes it doesn't reach the promised 10MB/s.",2013-04-17,600,0,0,0,0,0.0,0.0,4.0
2,1K3,it works as expected. I should have sprung for the higher capacity.  I think its made a bit cheesier than the earlier versions; the paint looks not as clean as before,2012-12-23,715,0,0,0,0,0.0,0.0,4.0
2801,LBB,As Advertised.  Appears to be working okay. No faults have occurred yet with the micro card.Would buy again. A+,2013-07-19,507,0,0,0,0,0.0,0.0,4.0
4428,TC in NYC,"It's pretty much a commodity product made in the Far East, but what I store on it is pretty valuable.  I feel confident in SanDisk manufacturing quality control, in the end.",2014-02-04,307,0,0,0,0,0.0,0.0,4.0
4379,Supafly69,Works well working as designed... Fast and Furious. I'm using in my Samsung Galaxy 4S and loving it. Have music and photos on it and the access time in the photo gallery very quick.,2013-06-07,549,0,0,0,0,0.0,0.0,4.0
2886,"L. Pombo ""felinelvr""","I ordered a 64 Gig card, and the card received states it is a 64 Gig card, though it only hold 28 Gigs of Data! I got ripped off. I did not check it until after the 30 days had passed. But it appears to be some sort of scam. The card is clearly marked 64 gigs, and I have checked the card in two tablets, and two computers it is only a 32 Gig card.Edit: The company directed me to a tool to reformat this card and I was able to get close to my 64 gigs of data, though I do not like using third party tools. I have Windows, Mac and Linux systems and any of those OS's should have been able to format this card correctly. I will minus a star for having to use a third party tool. Otherwise these are great cards.",2014-03-19,264,0,0,0,0,0.0,0.0,4.0
4234,S. Meissner,Used primarily as a portable hard-drive (content back-up and file transfers).  Working well for this application.I have this attached to a small key-chain USB adapter and really like the compact nature of the microSD card,2013-02-09,667,0,0,0,0,0.0,0.0,4.0
3481,occamsrazor,"reasonable price, good quality. not much more needs to be said.",2014-01-07,335,0,0,0,0,0.0,0.0,4.0
2660,Kent A. Compton,"I bought this to expand the limited memory of my Dell Venue Pro. I use it to store MP4 videos and MP3 music and streaming/playing both work very well. Even the description explicitly says &#34;Reformat into file system other than exFAT may cause instability&#34; I'd hope to use it to remap my OneDrive (FKA SkyDrive) folder which requires it being reformatted to NTFS.  The warning is correct--between Windows 8.1, the tablet and the SanDisk MicroSDXC the OS became unstable.  Once I'd reformatted and changed OneDrive's location to it I rebooted Windows 8.1 and Windows 8.1 could not detect the card. I reformatted the card back to exFAT and it works as expected.",2014-03-16,267,0,0,0,0,0.0,0.0,4.0
1477,Dusty Pulver,"Haven't used it yet.  It's my first encounter with a Micro.  Appears to be a quality product, though instructions for using the adapter would be welcomed.  Good cost and fulfillment.  Expecting it to function as advertised based on SanDisk's track record at our house.",2013-12-20,353,0,0,0,0,0.0,0.0,4.0
1492,EcologicoNYC,"I bought this for my Galaxy S4 to expand the memory capacity a bit more. It works as it is intended to do, fast transfer rate, no problems so far.",2013-06-27,529,0,0,0,0,0.0,0.0,4.0
4868,Xpolicy,No problem here. I use it in my Samsung Note 10.1. It is a little slow writing to it but such are micro SD cards.,2014-01-04,338,0,0,0,0,0.0,0.0,4.0
901,Charles Hennen,Received it as promised. Inserted it into tables and was acknowledged that it is there.Guess it will work as expected also.,2013-04-07,610,0,0,0,0,0.0,0.0,4.0
4622,"Topo Gigio ""TG""",I just installed it and working OK so far,2014-03-07,276,0,0,0,0,0.0,0.0,4.0
2045,ikari.avi,Great Price and works great with my Samsung galaxy s4.Such a relief not having to worry about space for pix and apps.,2013-10-27,407,0,0,0,0,0.0,0.0,4.0
3804,"R. Greene ""meggabitz""","I've used many others, and this is average. Its in my son's android, and I don't really think the application its in right now is a the best way to determine its speed / performance.  Otherwise it does what i want it to.The adapter will come in handy later.",2014-02-28,283,0,0,0,0,0.0,0.0,4.0
1159,Dan P.,"got it at a great price and it worked great, was a little upset with the tiny size of the packaging as i almost didnt even see it on my step, it arrived in a 1/4&#34; thick cardboard envelope that was about 3&#34; by 2&#34;.",2013-03-26,622,0,0,0,0,0.0,0.0,4.0
4174,"shawn911 ""shawn911""",Good item came well packaged and been working fine so far only thing is it will not connected when using the adapter when connecting it to My PC.,2014-02-04,307,0,0,0,0,0.0,0.0,4.0
600,"bigblur ""bigblur""",seems to be working just fine...bought as a gift for a family member and they're using it for video recording.,2012-08-12,848,0,0,0,0,0.0,0.0,4.0
2725,KM,Haven't had much time to place items on this card yet.  Formatted to my Samsung Galaxy Tab no problem.  Seems to do the job will keep you posted if problems arise?,2012-12-18,720,0,0,0,0,0.0,0.0,4.0
4220,Skywalker,"Never had a problem with any sd cards prior, and always had a good track record with sandisk products.Card was working great at first, used exclusively in my Samsung galaxy S3. Enjoyed the extra space(got the 32gb card) and transfers were pretty quick. I started to see (about a month ago) that the phone would randomly give me ""sd card unexpectedly removed"" error maybe once a week. The last 2 weeks, I also started seeing (frequently) ""sd card safe to remove"" randomly pop up at least once a day as well as the ""unexpected"" removal error every few days. Today the card stopped reading all together.The card was first inserted w/ the phone off, when I bought it. Although I never formatted it, it worked properly. I also never removed the card from the phone in order to possibly corrupt it from improper removal, so the card just seems to have died of it's own accord. I never thought to check it's temperature after transferring large files so I'm not sure if I had the same issue as another reviewer.Contacted Sandisk, waiting for reply. If they replace the card and it works well, I will revise this review.UPDATE: 2-28-13got a replacement card after about a week and a half, Sandisk supplied a shipping label for me which is always a plus. I've had the replacement in my S3 for 3.5 months now and still going strong. I've also used it with the adapter in my goPro. Card is working well and hopefully it continues to do so. Updated to 4 stars since I haven't had a single problem with this card (the first one started showing issues fairly soon after installing). Maybe there was just a bad batch of the card for spell there.",2012-02-11,1031,1,0,1,1,1.0,0.2065493143772374,4.0
3239,MiRSD,"I purchased this card for use in a Microsoft Surface Pro tablet -- for that, it works great. 64GB is a nice capacity, card was cheap and it works just fine.The problem, however, was in transfer speed. It's rated at &#34;up to&#34; 30MB/sec which I guess is true.. but mine has never reached anywhere close to that. Using 3 different readers (the Surface Pro itself, a higher-end desktop PC with built-in MicroSD reader and an external USB 3.0 MicroSD reader.. in all, it maxed out around 10-12MB/sec (and on multiple smaller files it maxed out closer to about 5MB/sec total). I know it's not the card readers as I have been able to reach speeds of 90MB/sec with other/faster cards.The card itself DOES work fine. For that I give it 5 stars. The price is great for the size, for that I give it 5 stars. The transfer speeds are just disappointing though.. taking 5 minutes to transfer an iTunes movie file is a long time.. it'll take hours to fill the full card.. If you only load data once, it's not so bad, but if you're always adding/deleting/moving data, it's slow and will get annoying quickly!",2014-09-03,96,1,0,1,1,1.0,0.2065493143772374,4.0
3015,mary pereyda,Easy to use.non stick and bulit well.would buy again no question.hope it last longer than the last.only issue is it's longevity.Last one lasted less than 3 years.for that price it should last longer,2014-01-26,316,0,0,0,0,0.0,0.0,4.0
1263,D. Clark,"Good size card and a great price. My only complaint is with the adapter card. The little lip on the end of the micro card is almost nonexistent and the adapter card slot is very, very tight. The only way I could get the micro card out was with needle nose pliers. Had to take a utility knife to the opening of the adapter card so I could actually slide it in an out with ease.",2013-01-01,706,0,0,0,0,0.0,0.0,4.0
2050,Impalex,"Bought this for use in my phone to expand the memory in it. I have the 32GB GS3. I wanted to double the memory of my phone but I wasn't sure if my phone would take a 32GB card; it did and I'm happy with the product, I also loved the easy-open cardboard packaging. I like that it's easier to open and ship but mostly I like that it's not plastic since I hate the excess trash that puts in landfills.",2012-12-30,708,0,0,0,0,0.0,0.0,4.0
4015,"Ryan Pomaski ""TechnologyWhore""","Got the card, took it out of the package, dropped it in my Samsung S4, rebooted and it detected it immediately.  No need to format or anything.  Haven't done any speed tests, but I haven't noticed any sluggishness that would warrant them, either.",2013-12-14,359,0,0,0,0,0.0,0.0,4.0
801,cable guy,The only thing is if you use this product on Andiod you must format .  Windows machines don't seem to supot FAT32  .  winwods machines will open files but the format program on Win only formats NTFS and EXFAT  which is limting because Andriod uses FAT32.,2013-09-09,455,0,0,0,0,0.0,0.0,4.0
2052,Imran I. Khan,Great Product. Works perfectly with my Canon Camcorder. Very responsive and fast.Enough capacity for 8 hours video and great price. Grabbed in thanksgiving 2012.,2012-12-24,714,0,0,0,0,0.0,0.0,4.0
4121,Sebastian,"This card is great. Ive noticed slight improvement in every aspect of my phone. So much space! Very pleased. Came on time. Brand new. Easy to open thanks to Amazon. And it mentions on the tiny booklet that this thing is temperature resistant. Thats a big plus since overuse of smartphones tend to heat em up pretty good. Being from Texas, the heat out here only makes em hotter. And my last SD seems to have fried. Well this is a good buy. If i need another i'd definitly buy again. Maybe the black and gold one. It only available in 16GB but its super fast.",2013-06-11,545,0,0,0,0,0.0,0.0,4.0
3028,Matt C,Purchased this a few months ago and the product is still working well. I haven't had any data loss or other issues.,2013-03-07,641,0,0,0,0,0.0,0.0,4.0
4362,"stormes ""Stormes""","it is good memory card, it is working fine until now. i am using it in my Galaxy S3 just for storing the pictures which i take, so i do not know if it will come up with issues later on",2013-10-23,411,0,0,0,0,0.0,0.0,4.0
3164,"Michael Kerner ""Michael Kerner""","There is no question about Sandisk, and their continued innovation with really keeping storage from any computer for those on the go. With any need for electronic files, or music or games securely stored and protected from computer to phones and MP3 Players and tablets, Micro SD Cards are becoming a increased need for laptops and computer needs. Sandisk has made several products through time, and they have continued to get better with innovation. Their Ultra Micro SDHC memory card handles very well. It works nicely with storing all my media files into one convient package. I like it because I can safely have all my MP3 files, in this card and play them with my Sandisk MP3 Player nicely. This is definitely a good buy for anyone that really wants a bit of extra space. I definitely recommend this Micro SD memory card for all the extra storage space.Price: BConvience: B+Overall: B 1/2+",2013-07-19,507,0,0,0,0,0.0,0.0,4.0
1576,Eric B.,If your not sure what card to use in your GoPro this one works fantastic. The majority of stuff Ive seen researching it points to these. With the exception of some issues with the 64GB. But I cant validate that and Im not sure its still a problem. Ive been using these for about 3 years now with no problems.,2014-05-05,217,0,0,0,0,0.0,0.0,4.0
2844,Linda Mienzer,Love this product. The card easily integrated with my cellphone. Small and very portable. I would gladly recommend this product to my friends.,2013-11-29,374,0,0,0,0,0.0,0.0,4.0
2001,Horhey,"I bought this card because I hope to transition from a PC to a smartphone in the near future. For now I use an adapter to run it on the PC. The write times aren't as good as I had hoped, but they're acceptable overall. Plenty of storage space for my files, some of my music, pics, that sort of thing. Have also run portable applications on it and they seem to perform well for the most part. Overall, a solid little card with just enough speed to get the majority of my tasks done.Sidenote: the card came formatted with exFAT by default. The onyl way I could downgrade to FAT32 was to use a third party app. For some reason, the card can't be read by my phone, but the phone is an older model Samsung, so that could be the issue.",2013-01-04,703,0,0,0,0,0.0,0.0,4.0
1647,"ffabric ""ffabric""","Got this yesterday, the 64GB item. Installed it in my new Samsung Tab3 and turned it on. the Tab3 saw it right away, and I decided to format it,,, only took a couple of seconds and I was good to go. It shows that I have 59,000 memory units available, they must use the rest for overhead I guess. I haven't used it yet, but I am sure it will work fine. If I have any problems I will note here,,, also if I have great praise for it I will note that also. At $34.99 I guess it was a good price as I see it is now $46.00, maybe I shoulda ordered two of them. This is my first time for a lap top, and I will be on a big learning curve. I got the lap top at Costco last week,,,,,,,, I sure hope a old dog can learn new tricks.....",2013-07-12,514,0,0,0,0,0.0,0.0,4.0
3260,ML,It was exactly the memory card I ordered. I tested it using the adapter that came with it by plugging it into my computer. Worked great.I replaced the 8 GB card already in my new tablet (a month old) with the new 32GB card and everything ground to a halt. Waiting a long time made no difference.The maximum card size for my tablet is 32GB. I guess for now it's just an ornament. That's why it was the unexpected. That's why it only got 4 stars.Update: the memory card may not be at fault.,2012-12-17,721,0,0,0,0,0.0,0.0,4.0
725,Brian C.,These are great little cards and are very fast. The only thing I hate about microSD is that they are so dang small and the slots are spring loaded. I have lost a couple from them shooting across the room.,2014-04-29,223,0,0,0,0,0.0,0.0,4.0
199,Amazon Customer,Bought this to use in my 8 inch Onda tablet.  No problems or issues installing or using.  Have about three months.  Would recommend to others.,2013-07-19,507,0,0,0,0,0.0,0.0,4.0
1284,"Deborah Camille Mcnamara ""camille51""",No problems I have two and I bought one for a family member. She loves it. I need four more words. I will keep buying it.,2014-08-04,126,0,0,0,0,0.0,0.0,4.0
445,"Apache ""Elizabeth""","This is exactly what I was looking for to upgrade the memory of my smartphone. Good transfer speeds to using SanDisk product, and great pricing from Amazon.",2013-12-18,355,1,0,1,1,1.0,0.2065493143772374,4.0
2974,"Mark Dunlap ""lighting guy""","This Micro SD card really is 64 GB and Class 10.  Too many bogus devices out there, but this is the real McCoy.  Tested with 3 different Android SD Card Testers and they all report Class 9-10 read/write.The only problem is the SD adapter did not work so I had to use another one I had.  Other than that, this is a great Micro SD card at a good price.",2012-11-20,748,1,0,1,1,1.0,0.2065493143772374,4.0
260,Amazon Customer,"Replaced a smaller and slower micro SD card in my phone. I've had other brands corrupt and die in the past. I've grown to only trust SanDisk.It is faster than most other micro-SD cards, the price was right at $27.",2012-11-26,742,0,0,0,0,0.0,0.0,4.0
3901,"Roberto K. Cho ""chorobe""","UPDATE:I raised my star rating on this from 1 to 4 because of the customer service.  I was able to get a replacement pretty easily.  Hopefully it will last longer!ORIGINAL REVIEW:This item worked well while it lasted.  I bought it in October 2012 for my tablet pc and then for an android smartphone.  I did not make many transfers to the card, it was mostly reading files from it.  Now it is March 2013 and suddenly the card is no longer recognized in my android phone.  It is no longer recognized on my other devices as well.  I lost many photos and videos on the card because of it.  I'm sure Sandisk will exchange it for a new one, but this shouldn't be happening with a card that is less than a year old.",2013-03-20,628,1,0,1,1,1.0,0.2065493143772374,4.0
913,Chaulin,"Works fine my Virgin Mobile HTC EVO V. The phone didn't recognize it at first, but after formatting it's all good.",2013-03-15,633,0,0,0,0,0.0,0.0,4.0
649,Bob Cox,"This card is doing its job in my S4. Lots of room for storing photos, music and videos. Good item.",2013-12-12,361,0,0,0,0,0.0,0.0,4.0
481,ASHEL S HUSTON,"Well not much to say...its a good mmc and its fast enough and that's about all you can ask for, using for more storage on my tablet.Update: stopped working after a while, computer said the mmc had an error and after an hour I could not fix, it became locked and would not unlock with any sd adapters I used and because its locked it would not format or erase and wouldn't even read because of the error. It stopped working after amazons very short return policy so I was out of luck with them, luckily SanDisk has a very long (10-lifetime) for its ultra brands, even though it was a hassle and all through email only I got a replacement and that's why I only took one star off",2013-03-14,634,0,0,0,0,0.0,0.0,4.0
2587,k24A8,"Good product, it arrived extremely fast and performs just as described. It was considerably cheaper than any other store I found. I specially like the speed of this SD Card. However do keep in mind that the speeds tend to be exaggerated. The speeds are way faster than normal SD CARD speeds and you will notice it, but not anywhere close to whats advertised. There a lot of factor that go in to consideration when it comes to the advertised speed. This is not the manufacture or seller fault, but it depends on the system that is being used.",2013-07-21,505,0,0,0,0,0.0,0.0,4.0
2046,Ikechukwu Etoh,"Definitely, SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter (SDSDQU-032G-AFFP-A) is working as advertised. I'm definitely happy about this product. The price was definitely worth it.",2014-02-20,291,0,0,0,0,0.0,0.0,4.0
905,Charles W. Jefferson,I had to replace my other 32G MSD Card. Was not aware of the Card Speed issue and as a result started loosing video and pics from the card as they became corrupted. Did a little research and found out the card write speed was the issue. Did not make sense. But replaced the card and yes it works. Have not lost a pic or a vid since.,2013-02-16,660,0,0,0,0,0.0,0.0,4.0
3172,Michael Mcnalley,"What can I say? It's memory, the price was right and it's fast. My galaxy note 10.1 doesn't complain. Neither do I.",2013-01-20,687,0,0,0,0,0.0,0.0,4.0
1632,Fake Name,I use this with my GoPro 3+ Black. It works well. It'd be nice if it came with a little USB 3.0 reader like some other brands.,2014-01-30,312,0,0,0,0,0.0,0.0,4.0
268,Amazon Customer,The SanDisk Ultra 16GB memory card has shown no sign of not being exactly what I needed.  A good deal.,2014-03-27,256,0,0,0,0,0.0,0.0,4.0
1626,Ezra,Gets stuck sometimes in the adapter and is a little hard to pull out. But other than that is a great product,2013-01-23,684,0,0,0,0,0.0,0.0,4.0
4202,Simon Kim,"While the class 10 speed is excellent (it's amazing when files will initially transfer at 200MB/s before settling down to ~19), you do need to use a reader with proper SDXC support, and manually format the card in a good partitioning program, like minitools or easeus. That alone should disqualify it from 5 stars, for lack of user-friendliness. But if it weren't for that, the fast, roomy card is a wonder to own.",2013-12-02,371,0,0,0,0,0.0,0.0,4.0
3236,Mintex,"Purchased this for my wife's new Samsung Galaxy 5S since she takes so many photos and always runs out of space before downloading to her computer. Okay, who am I kidding, she NEVER downloads them to her computer. I have to do it because, well, I'm a dude and dudes do that sort of thing. Most women (notice I said *most* women) let the guys handle the tech stuff and my wife is certainly no exception. I'm not saying women aren't or cannot be tech savvy, but mine isn't. Ask her a question about hair care products and she'll talk you into a daze, expounding on the virtues of quality, expensive conditioners but she prefers to leave ""that techy junk"" to me. And God forbid if I accidentally write ""your"" instead of ""you're"" in an email but that's for another conversation, preferably over Captain Morgan Special Reserve. However - if I ever need advice on what shampoo to use instead of Pert shampoo and condition-in-one, she will be my go to resource!PROS:It's little, bitty memory card, careful, it's easy to lose.CONS:It's little, bitty memory card, careful, it's easy to lose.",2014-05-14,208,0,0,0,0,0.0,0.0,4.0
2021,HUGO E. SANCHEZ,"For me 32 gb is sufficient. I don't need more then this.Running easy, safety, and SanDisk is a great mark.",2014-04-23,229,1,0,1,1,1.0,0.2065493143772374,4.0
2657,Kenny,This rating is based on multiple years of use of this memory card. Its reliable and easy to use. I would recommend this to anyone looking for a memory card for long term use.,2014-04-22,230,0,0,0,0,0.0,0.0,4.0
3999,RustyRoads,The stock memory card that came with my Motorola Defy-XT was only 4 GB and I wanted to up the memory. This works quite well and was a good buy for the class 10 card.,2013-10-14,420,0,0,0,0,0.0,0.0,4.0
2803,L. Brewer,"Item arrived in a timely manner via USPS (surprisingly).  I bought this card to go in my GoPro camera, it fit in there gerat and now I have 3 hours of recording time.",2013-11-01,402,0,1,1,-1,0.0,0.0,4.0
2688,Kichwa,"It is a good match for the Sansung ATIV.  I don't know that I have used it yet but, it's in there.",2013-07-29,497,0,0,0,0,0.0,0.0,4.0
4197,Sid L. Brail,Good card for the price.  Lots of room for music  Plays in the Sansa MP3 without any difficulty or trouble,2013-09-15,449,0,0,0,0,0.0,0.0,4.0
4735,Vincent So,with the black friday discount the price is great. i got free shipping by bundling other items to meet (over $35) free shipping. comes in sandisk package so it is nice to know it is not a black market knockoff. i bought 2 of these babies.,2013-04-12,605,0,0,0,0,0.0,0.0,4.0
234,Amazon Customer,"In some situations, depending on what hardware you intend to use this card in you'll need to format it in a special way using a formatting utility that doesn't come native to windows.  Also, the card gets extremely hot under heavy load.",2014-01-28,314,0,0,0,0,0.0,0.0,4.0
