Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
690,Branden Crom Jr.,4.0,"Love Sandisk, never had a problem with them and still have not. Popped this into my Samsung Galaxy Relay 4g running Android 4.0.4 and the phone detected it without a problem. Has the write speeds expected and gets the job done. Would recommend a different card if you plan to go to 64gb, buy the Samsung UHS-1 SDXC, writes at much higher speeds and has less lag. Would buy this again for the cheap price, fifty elsewhere.Sincerely, iSklcndykid",2013-04-19,598,0,0,0,0,0.0,0.0
101,AK529,4.0,"I got this memory card for my Samsung Galaxy S3. I was running out of room on my Sandisk 32gb Class 4 micro sd card. I also wanted a faster and more durable card. I was hopping to put lots of media on it. In addition to nandroid backups and custom roms. I later found out that since this card is formatted in ex-fat it would not work to make nandroid backups or flash custom roms. Most custom recovery and custom roms dont work with ex-fat. So my only choice was to format the card to fat 32, which meant I couldn't put any files larger than 4gb on it. Besides that this card is great and very reasonable price of $50. If your some one who doesn't root their phone or put custom roms, nandroid backups or put files larger than 4gb than this will not affect you. This memory card is fast and provides the most storage you can put on your mobile device at this time. The card is also water proof, shock proof and comes with lifetime warranty. Ive never had any issues with sandisk memory cards or usb flash drives. They last a really long time.",2013-04-02,615,1,0,1,1,1.0,0.2065493143772374
776,bshaf,4.0,"Price was right, shipping quick, Class 10 card for HD video in my GoPro.Hard to rate it since memory cards are pretty much memory cards. Nothing jumps out as excellent so that is why 4 of 5.",2013-10-04,430,0,0,0,0,0.0,0.0
900,Charles C. Moy,4.0,"The micro SD card was extremely fast.  Writing and read files were very fast even on a slow USB 2.0 interface.  Mechanically, the card is tight in the adapter.  Needs a screw driver to get it back out of the adapter.  Tried on another two adapters with the same results, tight fit.  If user plan to use this as a normal size SD card, it is an excellent card.  If one plan to switch between &#34;phone&#34; (micro SD card) and camera (normal size SD card), then the tight fit might be a problem.  Vender service was excellent.  shipment was faster than expected.  Would buy it again even with the tight fit.  It was an excellent value for a very fast card (camera can shoot burst mode without slowing down to write to card).",2013-08-07,488,0,0,0,0,0.0,0.0
903,"Charles Summerhill ""Charleys""",4.0,SanDisk makes some great memory chips for a decent price. I can' recommend no names brands because of their error frequency.,2013-05-14,573,0,1,1,-1,0.0,0.0
2810,LeDerrius,4.0,Don't really use this for speed tests or anything but to hold music and everything it works great would recommend doesn't fail a lot and lose files,2013-12-31,342,0,0,0,0,0.0,0.0
1187,"Dave ""Dave""",4.0,"Very fast, very big. Just wish it were a bit less cash so I could buy more for my other storage needs.",2014-09-06,93,0,0,0,0,0.0,0.0
1257,D. Blackman,4.0,"No complaints matched description, was delivered on time and works well. Would easily recommend this to anyone looking to memory for their mobile device etc",2013-10-25,409,0,0,0,0,0.0,0.0
1560,Emileigh,4.0,"A great chip and works fine in my camera and a tablet if you are just streaming music from it, but if you are putting this in in something high demand like a Raspberry PI or CuBox-i the higher speed chips are better.",2014-04-25,227,0,0,0,0,0.0,0.0
722,Brett in Denver,4.0,"The description on the Amazon page calls this a class 10 card with UHS-1 performance.  And while technically correct, (Full HD 1080p recording). You would expect more performance in the Sequential Write speeds.  It actually doesn't even hit the class 10 speed unless you round up (9.951 MB/s).  I have 2 of these cards and they both report the same speed.  My Kingston 8GB SDHC Class 4 writes at 11.854 MB/s.  Now keep in mind the Sandisk beats the other cards in the random reads and writes.  So maybe the design for those faster random reads and writes causes the sequential writes to run slower than expected.  Here is the test for the San Disk followed by the Kingston-----------------------------------------------------------------------CrystalDiskMark 3.0.2 (C) 2007-2013 hiyohiyoCrystal Dew World : [...]-----------------------------------------------------------------------Sandisk Ultra 16GB Class 10 Micro SDHC (UHS I Speed?)* MB/s = 1,000,000 byte/s [SATA/300 = 300,000,000 byte/s]Sequential Read :  20.651 MB/sSequential Write :  9.951 MB/sRandom Read 512KB :  20.191 MB/sRandom Write 512KB :  2.628 MB/sRandom Read 4KB (QD=1) :  3.656 MB/s [  892.5 IOPS]Random Write 4KB (QD=1) :  1.665 MB/s [  406.4 IOPS]Random Read 4KB (QD=32) :  3.293 MB/s [  803.9 IOPS]Random Write 4KB (QD=32) :  1.618 MB/s [  395.0 IOPS]Test : 1000 MB [F: 0.0% (0.0/14.8 GB)] (x1)Date : 2013/03/26 21:28:09OS : Windows 7 Home Premium Edition SP1 [6.1 Build 7601] (x64)=======================================================================-----------------------------------------------------------------------CrystalDiskMark 3.0.2 x64 (C) 2007-2013 hiyohiyoCrystal Dew World : [...]-----------------------------------------------------------------------Kingston 8GB SDHC Class 4* MB/s = 1,000,000 byte/s [SATA/300 = 300,000,000 byte/s]Sequential Read :  20.287 MB/sSequential Write :  11.854 MB/sRandom Read 512KB :  19.925 MB/sRandom Write 512KB :  1.728 MB/sRandom Read 4KB (QD=1) :  3.747 MB/s [  914.7 IOPS]Random Write 4KB (QD=1) :  0.017 MB/s [  4.2 IOPS]Random Read 4KB (QD=32) :  3.684 MB/s [  899.5 IOPS]Random Write 4KB (QD=32) :  0.017 MB/s [  4.3 IOPS]Test : 1000 MB [F: 53.3% (4047.8/7592.0 MB)] (x1)Date : 2013/03/27 10:48:56OS : Windows 7 Home Premium Edition SP1 [6.1 Build 7601] (x64)",2013-03-27,621,2,0,2,2,1.0,0.3423802275066531
1451,DrRadar,4.0,I bought these for my kids tablets and for their action cameras. They work in those 2 devices. Some other devices seem to like the slower cards.,2014-02-25,286,0,0,0,0,0.0,0.0
4355,Steve Stove,4.0,It's an SD card.  No one has the tools to test whether this is a Class 10 with speeds of blah blah blah.  It works and that is all that matters.,2014-06-27,164,0,0,0,0,0.0,0.0
773,Bryan M. Alegria,4.0,i used it on my sony as15. been using it for almost a month now and i have yet to encounter any problem,2013-08-26,469,0,0,0,0,0.0,0.0
4880,"YouRepairDotCom ""bob""",4.0,So far this sandisk ultra is working ok.I ran a few tests on it from within my phone before i began using it and the speed was well within reason.it does not read and write at the same speed.so far so good i guess,2013-12-16,357,0,0,0,0,0.0,0.0
856,C. A. Snow,4.0,"Bought it for my tablet.  it works well, and it has been working now for about 6 months.  I have no complaints.",2013-05-09,578,0,0,0,0,0.0,0.0
2092,"Jaewoo Kim ""OB-Wan""",4.0,"This SD card USED to be one of the fastest. Now it is merely adequate.I bought the 64GB version and inserted into my Samsung Galaxy S5 (latest Samsung phone).The performance, although still adequate, is less than stellar. For example, to load the Amazon Kindle app, which is about 35mb and I purposely placed it into this SD card, it takes about 7 full seconds to load. The same app on my iPad takes around 2 seconds to load.Still, if you aren't too much into your smartdevice performance, then I wouldn't worry. But if you do care about how fast your smartphone can take pictures (assuming your pictures are stored in SD cards) or how fast your apps will load, then you should purchase a much faster SD card for your latest phone.Pros:1)Adequate performance.2)Hassle free packaging.Cons:1)Not the fastest, but still adequate.",2014-06-20,171,1,1,2,0,0.5,0.0945312057342307
4820,WILLIAM NANNEY,4.0,"works great, i trust SanDisk for quality.  I would recommend this sd card to anyone who is looking for a large storage card for videos.",2013-04-29,588,0,0,0,0,0.0,0.0
1839,Gonzalo P.,4.0,"Large storage, perfect for tablets (using it on Asus T100, after maxing out 64GB very quickly), but maybe too slow comparing to SSD, as it's the first memory of this kind to reach the microSD format, that's an acceptable tradeoff.",2014-09-05,94,1,0,1,1,1.0,0.2065493143772374
1938,Harry L. Jin,4.0,Both of these items arrived on time and tested out at 9.8MB/s write and 19.8 MB/s read using H2Testw.exe.(500 MB file size). I would have given them 5 stars if the write-speed was just a bit faster.,2013-12-08,365,0,0,0,0,0.0,0.0
1087,Curt,4.0,Excellent cards. I have this one in my ASUS Transformer  and a 16 GB one in my camera. Both work flaulessly.,2013-05-05,582,0,0,0,0,0.0,0.0
1540,El cholo canadiense,4.0,"This card seems to work well ,enough speed and so far it's working just fine ,good value for great quality ,LHB",2013-04-23,594,0,0,0,0,0.0,0.0
4846,woody,4.0,the transfer speed is good the picture quality is good it was shipped to me well packed but not over taped up,2013-06-01,555,0,0,0,0,0.0,0.0
3189,Michhub,4.0,"Do your self a favor and get some memory for that fancy new phone.I have taken countless photos & videos, downloaded several apps andloaded a bunch of music and still have room to spare.",2013-09-05,459,0,0,0,0,0.0,0.0
4193,Short One,4.0,"The card works well. Purchased 64 GB to use in my phone as that will store a lot of pix and tunes! Ah, but the phone does not recognize the 64, and I can only use about half the memory.",2014-09-04,95,0,0,0,0,0.0,0.0
2799,Lazer Fers,4.0,"I purchased the card in the Sandisk packaging, so I am pretty sure it is genuine. I tested it with various programs on the web that apparently can detect whether they are fakes or not. This one turned out to be a real Sandisk card. The card came formatted with FAT32.I read on the web about these micro SDs, and apparently they are not as fast as the full SD card version. I borrowed my brothers Sandisk 32gb full SD card to make comparison tests. Here are my official/unofficial test results using DiskBench V2.6.2.0 and H2testw 1.4 test. I will give the results as an ""overall"" result, because after testing these cards over and over with speed writes and reads, the results get mixed and varied to a big degree... much larger than I expected, but the numerous tests showed me a ""general"" trend. The trend is that the full SD cards do write faster than the MicroSD card. But, also remember that the microSD had to be put into an adapter to do the test on my PC while the fullSD card was put into the computer reader directly.These are just my averages, but:Small file writes:Both SD cards wrote at close to 10mb/sec. The microSD was less consistent in the tests and sometimes dropped to 8mb/sec.Small file reads:Both SD cards read at close to 20 mb/sec at their fastest.Large file copies to card:MicroSD wrote at 3.5mb/sec while the fullSD wrote at about 4mb/secLarge file reads copies from card:MicroSD was 10mb/sec while the fullSD read at about 14mb/sec.My conclusion:My tests were by no means official for this card and showed much variance dependent on file size of the reads and writes, but the fullSD card was faster in many cases, but equal to microSD in most cases. The small file writes and reads showed that they are similar enough. But, my only concern is with large file writes.... is 3.5 mb/sec good enough for rapid photography on a high pixel camera? I don't know. I have had no problem using these cards with H264 movie capture for hours. I am surprised that 3.5 mb/sec is enough.Also, never during the huge file copies to the card did I get any noticeable heating of the card itself, by touch even for an hour. I've noticed that it has been a complaint from many people on the web, some stating that they felt they might burn themselves. I copied files that took more than an hour with no noticeable temperature change, other than, perhaps a couple of degrees. Of course, this was on a PC and not installed in a camera.The card performs well for video work, and appears to meet many other tests performed by other people. I never saw a read close to 30 mb/sec... they were very consistent at 20 mb/sec at the highest performance.I would get the card again, if the price were right.",2012-10-20,779,1,1,2,0,0.5,0.0945312057342307
4290,SSinAZ,4.0,Bought this for my girlfriend.The card works very nice and is a great way to up your storage on your cell phone.this is currently in a Samsung Galaxy S4.,2014-01-18,324,0,0,0,0,0.0,0.0
1633,"fantasyphile ""fantasyphile""",4.0,It is a memory card. It works and gets the job done. Hasn't failed on me yet *knock on wood*,2013-06-25,531,0,0,0,0,0.0,0.0
710,Brendan Riley,4.0,"The SanDisk Ultra 64 GB is just a storage device, so I don't find that there will be many ""features"" to get excited about. That being said, it is advertised as having 30MB/s transfer speed, but this is misleading. It can READ up to 30 MB/s, however, and the packaging says this too; it writes at a slower rate. I used this for my phone (too much music) and had the stock 8 GB microSD that came with my phone. I had about 6.5 GB of data that I wanted to transfer back to my new microSD card, and this took about 30 minutes. If this were a strict transfer from my internal hard drive to an external it would be faster, but this is not such a connection. It lost a star because the transfer took so long, but in reality, I don't expect to be transferring 6 + GBs of data anytime soon so this problem will be minimal for me. Other than that it works great, and I have not had any issues with the formatting or reading.",2013-06-24,532,0,1,1,-1,0.0,0.0
2180,Jaykron,4.0,"I put this in my mom's ASUS Transformer Book T100TA-C1-GR to provide an ample amount of storage for all pictures, music, and movies. This performs very well and we've experience 0 lag so far. Great product.",2014-01-02,340,1,1,2,0,0.5,0.0945312057342307
4790,What is a pen name,4.0,"You need to format this card to FAT32 before using it in your cell phone, otherwise it will not work. My Samsung Galaxy S3 kept giving me beef until I did so. It's handy to have a laptop sitting around that has a port that can take this card with its adapter in.Luckily I had one such laptop lying around. Otherwise, this card works great and holds quite a bit of space. Giving it 4 stars for the initial grief with formatting it. IIRC I used a tool called Fat32 Format, but it's on my laptop so I haven't checked.",2013-12-15,358,0,0,0,0,0.0,0.0
789,Buster,4.0,"It's been a month now with this SDCard in my phone.  I transfer an average of 3GB of data to and from the device per week.  The SDCard is holding just fine.  Where most tend to crap out or cause problems, this has yet to do it.",2014-04-02,250,0,0,0,0,0.0,0.0
628,bl2469,4.0,I did not do any bench tests to see to verify the read and white but been very happy with it.,2013-10-15,419,0,0,0,0,0.0,0.0
1515,Edward M.,4.0,Was able to copy all items from old memory card to this one. plugged it into the phone without formatting it and works like a charm. I have the Galaxy S3,2013-10-02,432,0,0,0,0,0.0,0.0
854,Carolyn,4.0,"So far its been fine, no problems other than when installed phone only read 59.45GB instead of the 64 GB, thats the reason I'm only giving it 4 stars.  If anyone can give me a answer why it only read 59 instead of the 64 please let me know!",2014-02-23,288,0,0,0,0,0.0,0.0
4566,T. Lund,4.0,I use these in my Logitech Alert cameras which are outside in the elements. These perform better and more importantly last longer than other cards do.,2013-12-29,344,0,0,0,0,0.0,0.0
2688,Kichwa,4.0,"It is a good match for the Sansung ATIV.  I don't know that I have used it yet but, it's in there.",2013-07-29,497,0,0,0,0,0.0,0.0
268,Amazon Customer,4.0,The SanDisk Ultra 16GB memory card has shown no sign of not being exactly what I needed.  A good deal.,2014-03-27,256,0,0,0,0,0.0,0.0
755,Bruce Chua,4.0,"Purchased it for use on my Samsung Tab 2 as well as my Note 3.The msd card came with 3 possible formatting : NTFS / FAT /exFAT. The default is exFAT, and there seemed to be some comments saying that certain devices might not be able to read exFAT.Being the smart alec I am, i decided to format it to NTFS, assuming that my android devices will work with it. Tab2 was not able to read NTFS, and I had to reformat it back to FAT in order to get it work.Subsequently, I tried using those USB-SD card reader (those that looks like a tiny usb drive)and realised that apparently the SD card formatting is too new, and it simply will not register as 64GB, but can only read up to 32GB.Have not tried on Note 3 yet, but should work seeing that the technology is pretty on par.",2013-12-20,353,0,0,0,0,0.0,0.0
784,bugsmm,4.0,"I bought this card as an addition to my 32 GB Galaxy Note 3. I have well over 32 GB that I use for music with scads left over for apps and movies. You may never need this much space, but some of you are like me and we WANT this much space. With my 3.0 USB the transfer speeds are very adequate. Can't wait for the 256 GB ;)",2014-06-23,168,0,0,0,0,0.0,0.0
0,,4.0,No issues.,2014-07-23,138,0,0,0,0,0.0,0.0
109,Alan,4.0,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...Works fine.,2014-01-31,311,0,0,0,0,0.0,0.0
2109,James Cundiff,4.0,OH my gosh this is the greatest invention since sliced bread. I am totaled underwhelmed and it works too. xx xx,2014-10-01,68,0,0,0,0,0.0,0.0
196,Amazon Customer,4.0,Bought this for my new Samsung Galaxy S4.  It worked right away with no troubles.  Only time will tell. :),2013-11-14,389,0,0,0,0,0.0,0.0
4220,Skywalker,4.0,"Never had a problem with any sd cards prior, and always had a good track record with sandisk products.Card was working great at first, used exclusively in my Samsung galaxy S3. Enjoyed the extra space(got the 32gb card) and transfers were pretty quick. I started to see (about a month ago) that the phone would randomly give me ""sd card unexpectedly removed"" error maybe once a week. The last 2 weeks, I also started seeing (frequently) ""sd card safe to remove"" randomly pop up at least once a day as well as the ""unexpected"" removal error every few days. Today the card stopped reading all together.The card was first inserted w/ the phone off, when I bought it. Although I never formatted it, it worked properly. I also never removed the card from the phone in order to possibly corrupt it from improper removal, so the card just seems to have died of it's own accord. I never thought to check it's temperature after transferring large files so I'm not sure if I had the same issue as another reviewer.Contacted Sandisk, waiting for reply. If they replace the card and it works well, I will revise this review.UPDATE: 2-28-13got a replacement card after about a week and a half, Sandisk supplied a shipping label for me which is always a plus. I've had the replacement in my S3 for 3.5 months now and still going strong. I've also used it with the adapter in my goPro. Card is working well and hopefully it continues to do so. Updated to 4 stars since I haven't had a single problem with this card (the first one started showing issues fairly soon after installing). Maybe there was just a bad batch of the card for spell there.",2012-02-11,1031,1,0,1,1,1.0,0.2065493143772374
2803,L. Brewer,4.0,"Item arrived in a timely manner via USPS (surprisingly).  I bought this card to go in my GoPro camera, it fit in there gerat and now I have 3 hours of recording time.",2013-11-01,402,0,1,1,-1,0.0,0.0
1935,Harriette Wasserman,4.0,"Really the gold standard.  I will reserve 5 stars until they blow me away on the price.  Otherwise, this is an excellent buy.",2013-02-12,664,0,0,0,0,0.0,0.0
4860,Wyoming Eagle,4.0,This is the first of these I've had.  It works as mentioned and have had not problems with it.  Satisfied.,2014-02-19,292,0,0,0,0,0.0,0.0
3914,Robin,4.0,The SanDisk Ultras tend to work reliably on all my different cameras and phones which is not always true of some common but less expensive cards. This simplifies ordering but they do cost a bit more.,2013-09-17,447,0,0,0,0,0.0,0.0
4009,"Rx Gadget ""RxGadget""",4.0,Works great for the month I have had it in my Galaxy S3.  I purchased this to go in my Samsung Galaxy S 3 and was super excited I didn't need to buck up more money for the 32GB phone.  Well *dumb* me did not know the the SG3 does not allow apps to be moved to an external SD card.  I thouhgt I had researched everything but I missed that.  The card works fin and I can store umpteen thousand pictures not that I have figured out how and I might even be able to figure out how to put a movie onto it but what a waste of a GREAT SD card.Pro: Top of the line cardCon: SSG3 and most new smartphones won't allow apps to sd even with the micro sd card option on the phone,2013-03-01,647,0,0,0,0,0.0,0.0
169,amabostonian,4.0,"I use this for a Raspberry Pi, in the SD adapter, and it works so far.Also appeared to be the genuine part, although the prolific Sandisk counterfeiters have gotten really sneaky in recent years.I like getting MicroSDHC cards because they can be adapted to different device sizes.  For example, let's say I buy a used phone or e-reader that needs a memory card, and I'm not using my Pi -- I can just take the Pi's card, take it out of the adapter, and put it in the other device, rather than pay more money and wait a week for delivery of a new one.",2013-02-14,662,0,0,0,0,0.0,0.0
1554,"E. L. Willis ""ELWood""",4.0,"Works well in mySony PCM-M10 Portable Linear PCM Voice Recorder with Electret Condenser Stereo Microphones, 96 kHz/24-bit, 4GB Memory & USB High-Speed Port - Black",2013-11-11,392,0,0,0,0,0.0,0.0
3224,"Mike Trotter ""Mike Trotter""",4.0,Purchased this for my Galaxy S3 phone. The phone has 16 GB internal memory and you can't use this with it. Luckily it came with an adapter and I use it in my card reader for storage. I go from the PC to the phone. Its worth the money but remember its useless with the Galaxy S3,2013-01-04,703,0,0,0,0,0.0,0.0
156,"Allnyfan ""Allnyfan""",4.0,"Cannot go wrong with SanDisk and to date it works as advertised. The price wasn't a great cost savings but because it came from Amazon which has a great reputation to date as far as I am concerned, I purchased through them.",2013-05-12,575,0,0,0,0,0.0,0.0
4647,"Trip ""SC""",4.0,"So far it has worked very well, stores more that I need which is a great feature. Another nice feature is the red paint, really, I drop these little cards and the all black version are often hard to find, the red is easy to spot, now if it only glowed in the dark..lol",2013-10-11,423,0,0,0,0,0.0,0.0
346,"Amazon Customer ""volleygod""",4.0,"I got this card for my phone. I was expecting a significant increase in speed. I have not really noticed any great speed improvements. The card is working great with no problems. Just get a slower card for your phone, you won't notice the difference.",2013-02-20,656,0,0,0,0,0.0,0.0
4359,StevieT,4.0,The first unit I received had the dreaded defect where it would disconnect then reconnect which was super annoying. SanDisk has a very nice online warranty software in place and since it was a known issue they were speedy with a replacement. The new unit works perfectly and provides plenty of space. As a manufacture it was nice to be treated as I treat my customers from such a larger company.,2013-12-10,363,0,0,0,0,0.0,0.0
399,Andrew Pollack,4.0,"Purchased in November 2012 (less than 18 months ago)  for use in my then new Samsung Galaxy S3.  It has never been removed from the phone until today when it failed.  Since the phone is still fine and the memory card is stored well inside, it's safe to assume this card has suffered no abuse.  Today, the card is totally unreadable.  It can't be formatted by the phone.  The PC doesn't see it at all.  It's dead, Jim.  I'll be contacting SANDISK about warranty today.UPDATE:  I've updated this from 1 start to 4 because although it failed, SANDISK is replacing it at no charge.  Sometimes stuff fails. If a manufacturer will stand by it, that speaks well.  Nice that because I bought it on Amazon I could search my orders and find the original invoice to use when I contacted them.",2014-01-04,338,0,0,0,0,0.0,0.0
861,Cat Daddy,4.0,"The advertisement calls this card a ""class 10"" card however I was not able to get ""class 10"" speeds with this card. SD cards seem to be MUCH faster at read/write then microSD cards. I get about 10MB/s write speed when copying a file to my SD card through my phone USB cable. I get the same transfer rate when in an adapter. These small memory cards seem to be very limited on their write speed. Also, this card did heat up some when transferring to it for a long period of time continuously but not too bad...just warm. The read speeds seem to cap out at about 18MB/s but I did see 25MB/s on small files. One thing to note, and this may be by design for this particular card but, this card is super fast when transferring small files but slow at big files so you'll see slower write speeds the longer you write to it with larger files whereas smaller files zip along one at a time at that 10MB/s. I was getting 8.6MB/s when writing a 4.6GB movie file to this card. All in all, this is an excellent card and beyond worth the money for what you get. I love it for my EVO 4G LTE and my previous phone the EVO 4G. The only reason I gave it 4 stars is because it did not perform as advertised at 30MB/s. However, if you are thinking of getting this memory card for an Android phone and don't want to pay big bucks, this is your card. Stop reading and buy it, I'm glad I did.",2012-08-21,839,5,1,6,4,0.8333333333333334,0.4364971778135299
3110,Menotyou,4.0,"Excellent product, High capacity, well made.  Holds many pics, movies, and music...a gift to the camera buff.  I've always wanted a hi-capacity item by SanDisk.",2013-10-06,428,0,0,0,0,0.0,0.0
1734,G. Arteaga,4.0,"works well with my hero3 black gopro.its not on the approved micro SD HC card list from gopro, but it should. works great and low cost - cant beat it.",2013-09-13,451,0,0,0,0,0.0,0.0
3467,"Not My Real Name ""Really REALLY!""",4.0,Fungible micro SD card that works as expected.  Now for filler text to get past the idiotic word count minimum.,2014-07-05,156,0,0,0,0,0.0,0.0
3677,Prisoner zero,4.0,A cheaper alternative than buying a tablet with more storage. Shipped promptly and the price was reasonable..I will probably purchase another.,2014-02-01,310,0,0,0,0,0.0,0.0
2551,Juan Mendes,4.0,"I still think i have sometimes problem reading with the memory, but i can't prove it, still works, never had an error by reading or writing, so 4 stars for you!",2013-12-05,368,0,0,0,0,0.0,0.0
1851,Grack,4.0,"Great value. Fast shipping. Brand you can trust.My previous card by &#34;another manufacturer&#34; died after only 3 months of use, along with everything on it.For 64 GB, this card is a beast of a value. I've dropped my phone hard several times and had no data lost from this card. It's fantastic.My primary use is recording 1080p video and high rez pictures to the device, as well as audio recordings. I use this for media.  It's fast transfer speed allows it to keep up with all my demands. Only time will tell how truly reliable/durable it turns out to be. I'm going on 2 months now as of January 2014. Any adversities I have along the way, I will post here in updates.Smashing good value of a card!TIP: When you first get your card, be sure to use your phone (or other device you'll be using it in) to format it. This is standard practice with all card based memory, and will prevent you from encountering errors or oddities with your device.",2014-01-30,312,0,0,0,0,0.0,0.0
2490,"JOSEPH ""Joseph Brown""",4.0,"After having my first ever failure of a SD card, a 32GB SanDisk Micro SD card that went from apparently fine to totally corrupted in a matter of minutes, and before I could salvage anything on it. With the refund from Amazon of the 32 GB card I purchased this 64GB Ultra card as the replacement for my phone.After having problems getting the full 64 GB seen as an individual 64 GB and not a partitioned into two 32 GB files on the card, and the secret is to NOT format the card in a computer, format the card IN THE PHONE, then via USB or WiFi you can add back all the content,It is seemingly working great, seems fast with no undo lag when taking burst mode photos and I just hope it will continue to do so. I am much more contentious about backing up though, with Android, Amazon and Google pretty much all your content can be saved online and reinstalled but it takes time and is a big hassle so just backing up to a computer works great for the next 'just in case' time.",2013-04-17,600,0,0,0,0,0.0,0.0
2650,Kenneth Leon,4.0,"Works well, as advertised. I like the Class 10 speed. Price was right. Would recommend this product to others. Thank you.",2013-03-29,619,0,0,0,0,0.0,0.0
1662,Flybob,4.0,What can I say - its a memory card. It remembers what its supposed to. At least it remembers as well or better than I do.Only problem I have with these Micro SD cards is - they're so small they're easy to lose. If these things get any smaller we will start inhaling them by accident when we sneeze or something.,2013-05-23,564,0,0,0,0,0.0,0.0
1326,"D. Federwitz ""Dthegiantfed""",4.0,Speed squeaks in at a bare minimum of a class 10. Good for tablets and smartphones wouldn't recommend it for Picture or Video Camera's,2012-12-18,720,0,0,0,0,0.0,0.0
3305,Mo-z,4.0,I believe that this was a good price for this card its being used in a go pro without any issues.,2014-01-25,317,0,0,0,0,0.0,0.0
695,Brandon G,4.0,"I bought this to go along with my new S4 that I purchased and I have to say I am pleasantly surprised at how much 32GB can get you on a phone!  I have pushed all of my apps to my SD card which has given me plenty of free room on my phone (a major detraction placed on the S4 especially).  I do notice that since moving most of my apps to the card, some load times and other features may take an extra second to really get going.  This may lead me towards going with more powerful SD cards in the future though I am assured this will work for all of my current needs.",2013-10-30,404,0,0,0,0,0.0,0.0
3315,"MrBios ""PaulC""",4.0,"It stores stuff like any other memory card.  Amazon - fantastic price.  I bought this for my Samsun Galaxy tablet 3 8.0 and it works perfect.  This maxes out the memory for that tablet.  Tip: store all your apps etc on your tablets internal memory and photos, movies, pictures on this card.  If you ever run out of space you can keep and extra card or two on hand.  If you store apps on this card then you will not be about to use them if you want to change out the card.",2013-12-20,353,0,0,0,0,0.0,0.0
4763,Walter Satterthwait,4.0,"A fine product.  I've been using mine for over a year now, and it's never punked out on me.  I just bought another one, to use as a spare.  Delivered on time, reliable, priced fairly.",2014-07-03,158,0,0,0,0,0.0,0.0
2668,Kevin C. Frith,4.0,"Have had no issues and does what is advertised.  Very handy.  Quite happy. :)I've used it with:  Windows 7, Mac OS X.Formatted as: FAT32 and NTFSVery good card. :)",2013-10-19,415,0,0,0,0,0.0,0.0
2449,Jolie' Ballard,4.0,I'm not sure what to say other than that this product works as described by the manufacturer and seller of this product.,2014-02-21,290,0,0,0,0,0.0,0.0
2020,Hugh Hunkeler,4.0,"I bought three of these--one to replace my old 1 GB card and two for first-time users to add to their phone memory. These cards work fine, and none of the three had any trouble.",2013-12-27,346,0,0,0,0,0.0,0.0
3193,Miguel,4.0,Works great. Only problem is that if i put the card in a multi car reader it does not read the car. Has to be put in a SD CARD ONLY reader to work and be read by computer,2014-02-22,289,0,0,0,0,0.0,0.0
2974,"Mark Dunlap ""lighting guy""",4.0,"This Micro SD card really is 64 GB and Class 10.  Too many bogus devices out there, but this is the real McCoy.  Tested with 3 different Android SD Card Testers and they all report Class 9-10 read/write.The only problem is the SD adapter did not work so I had to use another one I had.  Other than that, this is a great Micro SD card at a good price.",2012-11-20,748,1,0,1,1,1.0,0.2065493143772374
3046,Matthew Ross,4.0,"It fit, and it appears to workI have not yet had ANY issues with this cardhowever, I have only been using it for a few weeks...so my comment is based on my experience thus farIf my position changes, I will delete this postso, if you are reading this, then no problems has occurred thus far",2013-05-20,567,0,0,0,0,0.0,0.0
4079,SC,4.0,"Works with my Nikon D3200 camera and also my HP laptop, but for some reason my friend's laptop (Dell) would refuse to recognize it/acknowledge its existence. Not sure if it was the card, the adapter, the computer, the port, or what. Card should work fine for anything, I think.",2013-09-09,455,0,0,0,0,0.0,0.0
1324,Devonian Wrighton,4.0,reliably turns my blackberry into a jukebox full of music & video files no buffering or stuttering to catch up,2014-06-24,167,0,0,0,0,0.0,0.0
1328,dfw_area,4.0,"great value for money, works as advertised.  it is a sd card what else is there to say.  but this makes me write words",2013-02-13,663,0,0,0,0,0.0,0.0
4064,Satya,4.0,I have used this with Sony camcorder for more than a year now. It works well and copes with the high data volume of a camcorder video.,2013-06-14,542,0,0,0,0,0.0,0.0
3381,Nathan Law,4.0,I got this for my Galaxy S 2 phone and it worked right away. I had an issue with the write times slowing down after a month so I issued an exchange. It came promptly and my new SD card works great.,2013-04-24,593,1,0,1,1,1.0,0.2065493143772374
4362,"stormes ""Stormes""",4.0,"it is good memory card, it is working fine until now. i am using it in my Galaxy S3 just for storing the pictures which i take, so i do not know if it will come up with issues later on",2013-10-23,411,0,0,0,0,0.0,0.0
1477,Dusty Pulver,4.0,"Haven't used it yet.  It's my first encounter with a Micro.  Appears to be a quality product, though instructions for using the adapter would be welcomed.  Good cost and fulfillment.  Expecting it to function as advertised based on SanDisk's track record at our house.",2013-12-20,353,0,0,0,0,0.0,0.0
1285,Deborah K Sicks,4.0,Thank you Amazon for showing me what type of Memory Card and Adapter that I needed. I love buying everything I need at once to use my electronics purchases.,2013-08-23,472,0,0,0,0,0.0,0.0
